""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000102466"	8.00847292775064	6.02950955573076	1.61088219215011	3.74298603902433	0.000181846335977099	0.0018287082237697
"ENSG00000102837"	363.792446373777	10.6722165956875	1.75484418947826	6.08157502510832	1.19007655971751e-09	1.21387809091186e-07
"ENSG00000103044"	3.58399217021015	1.17186185779174	0.913314883135776	1.28308634779745	0.1994618262021	0.376299125042195
"ENSG00000103546"	41.7413678656592	5.7519508929218	1.72337321704237	3.33761186261975	0.00084501699762969	0.00574611558388189
"ENSG00000104894"	331.331896463272	3.04907702052257	1.35250724809898	2.25438867319064	0.0241717272335077	0.0821151939906044
"ENSG00000105122"	19.0434082029193	-2.10618362896899	1.17553847060582	-1.79167562919786	0.0731849405820732	0.189234906560463
"ENSG00000105193"	3021.89682211267	0.861950357581009	0.460881375791997	1.87022171616243	0.0614530352662387	0.172988757475347
"ENSG00000105278"	4.8592761052404	1.31018836508482	1.80787886585613	0.72471026119572	0.468629798723751	0.649209296577504
"ENSG00000105696"	23.8262912887903	2.06848681790269	1.55282176714394	1.33208257487734	0.182833055612848	0.353774530372827
"ENSG00000105852"	48.6258101292953	-0.318431532374438	1.408992320743	-0.225999480399241	0.821201824455882	0.902690243820011
"ENSG00000105889"	10.3169221356561	4.13961325031963	1.74722408704422	2.36925147782424	0.0178241294805362	0.06405830012405
"ENSG00000105996"	54.0244844930121	8.78688815959726	1.75904621615452	4.99525713361099	5.87574260811245e-07	1.82403487921404e-05
"ENSG00000105997"	13.3131380592558	4.51221392103284	1.92552638322129	2.3433664479238	0.0191106027428409	0.0672166027506819
"ENSG00000106004"	113.816541962627	6.92404512984808	2.21064532616372	3.13213750206771	0.00173538579798317	0.00991252367807985
"ENSG00000106006"	43.8713239310182	5.91653111051591	2.1071280888079	2.80786495227405	0.00498711358060809	0.0235814509705574
"ENSG00000106031"	40.310887309546	5.95531029846041	1.70702216753451	3.48871292460237	0.000485352096356165	0.00377805906582804
"ENSG00000106511"	7.64393868067678	6.37520373710671	2.9904650806194	2.13184356454222	0.0330197089398886	0.106679059651948
"ENSG00000107317"	3.80004783576645	-1.53894506262577	1.30596138686155	-1.17840012584455	0.238637127578288	0.42371760275277
"ENSG00000107625"	11.9174563537405	-0.043458305788814	0.387762762982097	-0.112074469076394	0.910764360593182	0.951183220720744
"ENSG00000107796"	0.932298044531793	0.278604731522506	2.15769253951616	0.129121608579589	0.897261423961335	0.944903623463707
"ENSG00000108511"	21.139561069779	0.864163417282304	1.60249541048315	0.539261087195102	0.589706714936455	0.74469322416835
"ENSG00000108651"	158.654082225654	0.348483032025522	0.229707773894429	1.51707112962437	0.129248726419783	0.282212815485398
"ENSG00000108691"	287.480561673999	5.56150283085301	1.71279460665287	3.24703429661146	0.0011661433636233	0.00750113839303637
"ENSG00000109321"	3.24539348964069	-1.35611548965577	1.51255265477029	-0.896574069920047	0.369946239670373	0.566827500267481
"ENSG00000109971"	0.5015407831505	-1.78251956164635	2.55588703872634	-0.697417192011202	0.485541745546477	0.661357700630338
